udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,source_dataset,twf,hdf,pwf,osf,rnf,failure_family,temp_delta_k,power_proxy,wear_power_ratio,torque_speed_ratio,thermal_load,wear_temp_stress,high_torque_flag,low_speed_flag,wear_risk_band
5000,M19859,M,303.7,312.9,1532,41.3,32,0,No Failure,merged,0,0,0,0,0,No Failure,9.199999999999989,63271.6,0.0005057481437462662,0.026940639269406392,379.9599999999995,294.39999999999964,0,0,fresh
4220,L51399,L,301.9,310.7,1717,26.8,27,0,No Failure,merged,0,0,0,0,0,No Failure,8.800000000000011,46015.6,0.0005867447834042498,0.01559953434225844,235.84000000000032,237.6000000000003,0,0,fresh
5570,L52749,L,302.4,312.0,1508,36.9,5,0,No Failure,merged,0,0,0,0,0,No Failure,9.600000000000023,55645.2,8.985339520039104e-05,0.02445328031809145,354.2400000000008,48.000000000000114,0,0,fresh
2158,M17017,M,299.4,309.0,1939,19.8,204,0,No Failure,merged,0,0,0,0,0,No Failure,9.600000000000023,38392.200000000004,0.005313440921829907,0.01020618556701031,190.08000000000047,1958.4000000000046,0,0,critical
6824,M21683,M,300.9,310.7,1268,56.3,161,0,No Failure,merged,0,0,0,0,0,No Failure,9.800000000000011,71388.4,0.0022552367718456806,0.04436564223798266,551.7400000000006,1577.8000000000018,1,1,elevated
17,M14876,M,298.6,309.2,1311,46.6,44,0,No Failure,merged,0,0,0,0,0,No Failure,10.599999999999966,61092.6,0.0007202063718621918,0.03551829268292683,493.95999999999844,466.3999999999985,0,1,fresh
5870,L53049,L,301.5,311.1,2076,18.7,103,0,No Failure,merged,0,0,0,0,0,No Failure,9.600000000000023,38821.2,0.002653121152330368,0.009003370245546462,179.5200000000004,988.8000000000023,0,0,moderate
7392,L54571,L,299.7,310.6,1675,31.3,129,0,No Failure,merged,0,0,0,0,0,No Failure,10.900000000000034,52427.5,0.0024604938153866694,0.018675417661097853,341.1700000000011,1406.1000000000045,0,0,elevated
3820,L50999,L,302.2,310.7,1567,36.4,100,0,No Failure,merged,0,0,0,0,0,No Failure,8.5,57038.799999999996,0.001753161827355636,0.023214285714285715,309.4,850.0,0,0,moderate
3318,L50497,L,301.5,310.5,1636,28.7,106,0,No Failure,merged,0,0,0,0,0,No Failure,9.0,46953.2,0.0022575190291816284,0.017532070861331704,258.3,954.0,0,0,moderate
6484,L53663,L,300.7,309.9,1412,45.3,155,0,No Failure,merged,0,0,0,0,0,No Failure,9.199999999999989,63963.6,0.0024232153409854827,0.03205944798301486,416.7599999999995,1425.9999999999982,0,0,elevated
1155,L48334,L,296.9,307.9,1626,29.9,177,0,No Failure,merged,0,0,0,0,0,No Failure,11.0,48617.399999999994,0.003640596975630626,0.01837738168408113,328.9,1947.0,0,0,elevated
9454,H38867,H,298.2,309.0,1360,56.8,107,0,No Failure,merged,0,0,0,0,0,No Failure,10.800000000000011,77248.0,0.0013851311991093737,0.04173401910360029,613.4400000000006,1155.6000000000013,1,1,moderate
8683,M23542,M,297.2,308.5,1353,46.5,185,0,No Failure,merged,0,0,0,0,0,No Failure,11.300000000000011,62914.5,0.0029404518759288253,0.03434268833087149,525.4500000000005,2090.5000000000023,0,1,critical
2693,L49872,L,300.1,309.7,1641,30.4,41,0,No Failure,merged,0,0,0,0,0,No Failure,9.599999999999966,49886.399999999994,0.0008218508080196604,0.018514007308160777,291.83999999999895,393.5999999999986,0,0,fresh
2504,L49683,L,299.2,309.0,1408,47.2,0,0,No Failure,merged,0,0,0,0,0,No Failure,9.800000000000011,66457.6,0.0,0.03349893541518808,462.56000000000057,0.0,0,0,fresh
9805,L56984,L,298.4,309.1,1467,42.5,139,0,No Failure,merged,0,0,0,0,0,No Failure,10.700000000000045,62347.5,0.002229404075478961,0.028950953678474115,454.75000000000193,1487.3000000000063,0,0,elevated
6695,M21554,M,301.7,310.9,1300,62.7,36,0,No Failure,merged,0,0,0,0,0,No Failure,9.199999999999989,81510.0,0.0004416581811043908,0.048193697156033825,576.8399999999993,331.1999999999996,1,1,fresh
3651,L50830,L,302.1,311.4,1446,39.7,95,0,No Failure,merged,0,0,0,0,0,No Failure,9.299999999999955,57406.200000000004,0.0016548446884711325,0.027436074637180376,369.2099999999982,883.4999999999957,0,0,moderate
8336,M23195,M,299.0,309.8,2240,15.9,144,0,No Failure,merged,0,0,0,0,0,No Failure,10.800000000000011,35616.0,0.004043013167869276,0.007095046854082999,171.7200000000002,1555.2000000000016,0,0,elevated
1871,L49050,L,298.3,308.0,1486,42.3,86,0,No Failure,merged,0,0,0,0,0,No Failure,9.699999999999989,62857.799999999996,0.0013681457488848021,0.028446536650975116,410.3099999999995,834.199999999999,0,0,moderate
1358,L48537,L,298.6,309.9,1461,45.7,49,0,No Failure,merged,0,0,0,0,0,No Failure,11.299999999999955,66767.7,0.0007338768015552197,0.03125854993160055,516.4099999999979,553.6999999999978,0,0,fresh
1962,L49141,L,297.8,307.5,1448,51.2,107,0,No Failure,merged,0,0,0,0,0,No Failure,9.699999999999989,74137.6,0.0014432427912045816,0.03533471359558316,496.6399999999994,1037.8999999999987,0,0,moderate
8638,L55817,L,297.5,308.5,1459,39.7,69,0,No Failure,merged,0,0,0,0,0,No Failure,11.0,57922.3,0.0011912304720207584,0.02719178082191781,436.70000000000005,759.0,0,0,moderate
6941,H36354,H,300.8,311.4,1453,44.6,38,0,No Failure,merged,0,0,0,0,0,No Failure,10.599999999999966,64803.8,0.0005863763178036195,0.03067400275103164,472.7599999999985,402.7999999999987,0,0,fresh
4383,L51562,L,301.8,309.5,1525,39.6,227,0,No Failure,merged,0,0,0,0,0,No Failure,7.699999999999989,60390.0,0.003758838237485718,0.025950196592398427,304.91999999999956,1747.8999999999974,0,0,critical
6460,M21319,M,300.6,310.0,1397,55.2,90,0,No Failure,merged,0,0,0,0,0,No Failure,9.399999999999977,77114.40000000001,0.0011670820614300126,0.039484978540772535,518.8799999999987,845.999999999998,1,1,moderate
4411,L51590,L,302.5,310.2,1586,32.2,64,0,No Failure,merged,0,0,0,0,0,No Failure,7.699999999999989,51069.200000000004,0.0012531769995026453,0.02028985507246377,247.93999999999966,492.7999999999993,0,0,moderate
6171,H35584,H,300.8,310.5,1559,40.1,220,0,No Failure,merged,0,0,0,0,0,No Failure,9.699999999999989,62515.9,0.0035190484492993094,0.025705128205128207,388.9699999999996,2133.9999999999973,0,0,critical
6395,M21254,M,300.2,309.7,1408,44.0,144,0,No Failure,merged,0,0,0,0,0,No Failure,9.5,61952.0,0.002324342646845189,0.031227821149751596,418.0,1368.0,0,0,elevated
2650,M17509,M,299.9,309.5,1582,38.2,160,0,No Failure,merged,0,0,0,0,0,No Failure,9.600000000000023,60432.4,0.0026475425840677505,0.024131396083385978,366.7200000000009,1536.0000000000036,0,0,elevated
9664,L56843,L,299.1,310.1,1435,48.8,229,1,Overstrain Failure,merged,0,0,0,1,0,Overstrain Failure,11.0,70028.0,0.003270073826557569,0.03398328690807799,536.8,2519.0,0,0,critical
8469,H37882,H,298.6,309.7,1463,39.1,66,0,No Failure,merged,0,0,0,0,0,No Failure,11.099999999999966,57203.3,0.0011537594201834478,0.026707650273224044,434.0099999999987,732.5999999999977,0,0,moderate
6596,M21455,M,301.5,310.7,1460,38.6,14,0,No Failure,merged,0,0,0,0,0,No Failure,9.199999999999989,56356.0,0.0002484163457955533,0.02642026009582478,355.11999999999955,128.79999999999984,0,0,fresh
7914,L55093,L,300.7,312.1,1395,41.9,157,0,No Failure,merged,0,0,0,0,0,No Failure,11.400000000000034,58450.5,0.002685987528121605,0.030014326647564468,477.6600000000014,1789.8000000000054,0,1,elevated
7006,M21865,M,300.6,310.7,1339,52.9,0,0,No Failure,merged,0,0,0,0,0,No Failure,10.099999999999966,70833.09999999999,0.0,0.03947761194029851,534.2899999999981,0.0,0,1,fresh
584,H29997,H,297.7,309.6,1697,32.2,210,0,No Failure,merged,0,0,0,0,0,No Failure,11.900000000000034,54643.4,0.003843028745855019,0.018963486454652533,383.18000000000114,2499.0000000000073,0,0,critical
3977,H33390,H,302.3,311.4,1372,46.0,86,0,No Failure,merged,0,0,0,0,0,No Failure,9.099999999999966,63112.0,0.0013626352732400615,0.033503277494537506,418.59999999999843,782.5999999999971,0,1,moderate
4646,L51825,L,303.3,311.4,1732,25.6,232,0,No Failure,merged,0,0,0,0,0,No Failure,8.099999999999966,44339.200000000004,0.005232272294667141,0.014772071552221582,207.35999999999913,1879.199999999992,0,0,critical
2195,M17054,M,299.6,308.9,1568,35.3,77,0,No Failure,merged,0,0,0,0,0,No Failure,9.299999999999955,55350.399999999994,0.0013911120585929173,0.022498406628425748,328.2899999999984,716.0999999999965,0,0,moderate
8118,L55297,L,300.3,311.7,1406,47.5,14,0,No Failure,merged,0,0,0,0,0,No Failure,11.399999999999977,66785.0,0.00020962477165873086,0.03375977256574272,541.4999999999989,159.59999999999968,0,0,fresh
394,M15253,M,297.5,308.4,1350,52.2,157,0,No Failure,merged,0,0,0,0,0,No Failure,10.899999999999977,70470.0,0.002227866782080572,0.038638045891931906,568.9799999999989,1711.2999999999965,0,1,elevated
794,M15653,M,296.8,307.9,1683,31.8,76,0,No Failure,merged,0,0,0,0,0,No Failure,11.099999999999966,53519.4,0.0014200192823670974,0.018883610451306414,352.97999999999894,843.5999999999974,0,0,moderate
8630,H38043,H,297.5,308.5,1557,39.1,47,0,No Failure,merged,0,0,0,0,0,No Failure,11.0,60878.700000000004,0.0007720143167591167,0.02509627727856226,430.1,517.0,0,0,fresh
9416,M24275,M,298.2,308.7,1361,44.2,0,0,No Failure,merged,0,0,0,0,0,No Failure,10.5,60156.200000000004,0.0,0.03245227606461087,464.1,0.0,0,1,fresh
1574,L48753,L,298.2,308.2,1466,42.4,164,0,No Failure,merged,0,0,0,0,0,No Failure,10.0,62158.4,0.002638378105322767,0.028902522154055896,424.0,1640.0,0,0,elevated
6533,H35946,H,301.2,310.6,1352,52.0,69,0,No Failure,merged,0,0,0,0,0,No Failure,9.400000000000034,70304.0,0.0009814380200554725,0.038433111603843315,488.8000000000018,648.6000000000024,0,1,moderate
3491,M18350,M,301.9,310.9,1763,28.4,103,0,No Failure,merged,0,0,0,0,0,No Failure,9.0,50069.2,0.002057111815011724,0.016099773242630386,255.6,927.0,0,0,moderate
694,L47873,L,297.7,309.1,1477,38.3,60,0,No Failure,merged,0,0,0,0,0,No Failure,11.400000000000034,56569.1,0.0010606309693636745,0.02591339648173207,436.62000000000126,684.000000000002,0,0,moderate
9966,L57145,L,298.3,307.9,1703,28.9,147,0,No Failure,merged,0,0,0,0,0,No Failure,9.599999999999966,49216.7,0.0029867303835815168,0.016960093896713616,277.439999999999,1411.199999999995,0,0,elevated
3555,L50734,L,301.9,310.8,1525,43.2,62,0,No Failure,merged,0,0,0,0,0,No Failure,8.900000000000034,65880.0,0.0009410907545422808,0.028309305373525558,384.4800000000015,551.8000000000021,0,0,moderate
1028,M15887,M,296.3,307.4,1335,50.5,48,0,No Failure,merged,0,0,0,0,0,No Failure,11.099999999999966,67417.5,0.0007119707498683596,0.03779940119760479,560.5499999999982,532.7999999999984,0,1,fresh
3527,H32940,H,301.8,310.8,1470,37.6,204,0,No Failure,merged,0,0,0,0,0,No Failure,9.0,55272.0,0.003690771262641796,0.025560842963970088,338.40000000000003,1836.0,0,0,critical
8545,H37958,H,298.5,309.4,2011,21.0,59,0,No Failure,merged,0,0,0,0,0,No Failure,10.899999999999977,42231.0,0.001397044894866452,0.010437375745526839,228.89999999999952,643.0999999999987,0,0,moderate
9282,L56461,L,298.2,308.9,1336,45.0,66,0,No Failure,merged,0,0,0,0,0,No Failure,10.699999999999989,60120.0,0.0010977861313018747,0.033657442034405384,481.4999999999995,706.1999999999992,0,1,moderate
2624,M17483,M,299.6,309.4,1283,62.1,83,0,No Failure,merged,0,0,0,0,0,No Failure,9.799999999999955,79674.3,0.001041728113982627,0.048364485981308415,608.5799999999972,813.3999999999962,1,1,moderate
7679,M22538,M,300.6,311.7,1389,52.1,210,0,No Failure,merged,0,0,0,0,0,No Failure,11.099999999999966,72366.90000000001,0.0029018390750595218,0.03748201438848921,578.3099999999982,2330.9999999999927,0,1,critical
3589,M18448,M,301.7,310.6,1505,44.5,146,0,No Failure,merged,0,0,0,0,0,No Failure,8.900000000000034,66972.5,0.0021799667032482996,0.02954847277556441,396.05000000000155,1299.400000000005,0,0,elevated
3512,L50691,L,301.8,311.0,1322,53.0,166,0,No Failure,merged,0,0,0,0,0,No Failure,9.199999999999989,70066.0,0.002369160945951732,0.0400604686318972,487.5999999999994,1527.199999999998,0,1,elevated
3248,M18107,M,301.0,309.8,1594,31.1,143,0,No Failure,merged,0,0,0,0,0,No Failure,8.800000000000011,49573.4,0.0028845533178414665,0.019498432601880878,273.68000000000035,1258.4000000000017,0,0,elevated
3244,L50423,L,301.0,309.6,1724,28.1,133,0,No Failure,merged,0,0,0,0,0,No Failure,8.600000000000023,48444.4,0.0027453586924661576,0.01628985507246377,241.66000000000065,1143.800000000003,0,0,elevated
8454,L55633,L,298.6,309.9,1564,37.1,30,0,No Failure,merged,0,0,0,0,0,No Failure,11.299999999999955,58024.4,0.0005170149624130122,0.023706070287539936,419.2299999999983,338.99999999999864,0,0,fresh
1389,H30802,H,298.9,310.1,1491,45.3,133,0,No Failure,merged,0,0,0,0,0,No Failure,11.200000000000045,67542.3,0.0019691072245507694,0.030361930294906164,507.360000000002,1489.600000000006,0,0,elevated
5318,L52497,L,303.6,312.7,1637,32.9,19,0,No Failure,merged,0,0,0,0,0,No Failure,9.099999999999966,53857.299999999996,0.0003527775663175407,0.020085470085470084,299.38999999999885,172.89999999999935,0,0,fresh
7495,L54674,L,300.2,311.8,1436,48.2,175,0,No Failure,merged,0,0,0,0,0,No Failure,11.600000000000023,69215.2,0.0025283098465388163,0.03354210160055672,559.1200000000011,2030.000000000004,0,0,elevated
7876,L55055,L,300.7,312.3,1898,24.0,60,0,No Failure,merged,0,0,0,0,0,No Failure,11.600000000000023,45552.0,0.0013171470594691898,0.01263823064770932,278.40000000000055,696.0000000000014,0,0,moderate
3115,M17974,M,299.9,309.2,1683,30.5,13,0,No Failure,merged,0,0,0,0,0,No Failure,9.300000000000011,51331.5,0.0002532508644620854,0.01811163895486936,283.6500000000003,120.90000000000015,0,0,fresh
7716,L54895,L,300.5,311.5,1302,49.6,80,0,No Failure,merged,0,0,0,0,0,No Failure,11.0,64579.200000000004,0.0012387697777337325,0.038066001534919416,545.6,880.0,0,1,moderate
5586,M20445,M,302.5,312.0,1642,29.1,46,0,No Failure,merged,0,0,0,0,0,No Failure,9.5,47782.200000000004,0.0009626814445244352,0.017711503347534997,276.45,437.0,0,0,fresh
2448,L49627,L,299.3,308.7,1408,48.7,85,0,No Failure,merged,0,0,0,0,0,No Failure,9.399999999999977,68569.6,0.0012395983118129344,0.03456352022711143,457.7799999999989,798.9999999999981,0,0,moderate
2178,M17037,M,299.6,309.2,1393,47.7,28,0,No Failure,merged,0,0,0,0,0,No Failure,9.599999999999966,66446.1,0.0004213878408538521,0.034218077474892396,457.9199999999984,268.79999999999905,0,1,fresh
5859,L53038,L,301.3,311.0,1348,44.5,78,0,No Failure,merged,0,0,0,0,0,No Failure,9.699999999999989,59986.0,0.00130028172770767,0.032987398072646404,431.6499999999995,756.5999999999991,0,1,moderate
7169,L54348,L,300.3,310.3,1704,29.5,0,0,No Failure,merged,0,0,0,0,0,No Failure,10.0,50268.0,0.0,0.017302052785923755,295.0,0.0,0,0,fresh
3259,L50438,L,301.2,309.9,1643,32.9,171,0,No Failure,merged,0,0,0,0,0,No Failure,8.699999999999989,54054.7,0.0031634036743581158,0.020012165450121654,286.2299999999996,1487.699999999998,0,0,elevated
3714,L50893,L,302.3,311.5,1565,35.6,41,0,No Failure,merged,0,0,0,0,0,No Failure,9.199999999999989,55714.0,0.0007358880014358791,0.0227330779054917,327.5199999999996,377.19999999999953,0,0,fresh
8493,M23352,M,298.4,309.5,1514,38.8,128,0,No Failure,merged,0,0,0,0,0,No Failure,11.100000000000023,58743.2,0.0021789385164833297,0.02561056105610561,430.68000000000086,1420.800000000003,0,0,elevated
8499,L55678,L,298.4,309.6,1479,37.8,144,0,No Failure,merged,0,0,0,0,0,No Failure,11.200000000000045,55906.2,0.0025756968690973615,0.02554054054054054,423.36000000000166,1612.8000000000065,0,0,elevated
525,L47704,L,297.4,309.4,1620,35.4,51,0,No Failure,merged,0,0,0,0,0,No Failure,12.0,57348.0,0.000889291879544543,0.021838371375694016,424.79999999999995,612.0,0,0,moderate
8364,L55543,L,298.8,309.7,1582,45.0,11,0,No Failure,merged,0,0,0,0,0,No Failure,10.899999999999977,71190.0,0.0001545139132755545,0.028427037271004423,490.499999999999,119.89999999999975,0,0,fresh
1630,M16489,M,297.9,307.9,1336,54.4,82,0,No Failure,merged,0,0,0,0,0,No Failure,10.0,72678.4,0.00112824266573472,0.04068810770381451,544.0,820.0,0,1,moderate
6037,M20896,M,300.6,311.0,1401,54.6,94,0,No Failure,merged,0,0,0,0,0,No Failure,10.399999999999977,76494.6,0.0012288288476722843,0.03894436519258203,567.8399999999988,977.5999999999979,0,0,moderate
1592,L48771,L,298.2,308.4,1355,49.4,209,0,No Failure,merged,0,0,0,0,0,No Failure,10.199999999999989,66937.0,0.003122292270459231,0.03643067846607669,503.8799999999994,2131.7999999999975,0,1,critical
7959,L55138,L,301.0,312.1,1377,49.9,48,0,No Failure,merged,0,0,0,0,0,No Failure,11.100000000000023,68712.3,0.0006985547193920245,0.036211901306240926,553.8900000000011,532.8000000000011,0,1,fresh
951,L48130,L,295.6,306.2,1424,42.5,58,0,No Failure,merged,0,0,0,0,0,No Failure,10.599999999999966,60520.0,0.0009583450372597941,0.02982456140350877,450.4999999999985,614.799999999998,0,0,moderate
8073,H37486,H,300.5,312.0,1375,43.2,108,0,No Failure,merged,0,0,0,0,0,No Failure,11.5,59400.00000000001,0.001818151209575596,0.031395348837209305,496.8,1242.0,0,1,moderate
606,M15465,M,297.9,309.8,1693,29.9,35,0,No Failure,merged,0,0,0,0,0,No Failure,11.900000000000034,50620.7,0.0006914030939300735,0.01765053128689492,355.810000000001,416.5000000000012,0,0,fresh
7522,M22381,M,300.2,311.6,1467,40.7,23,0,No Failure,merged,0,0,0,0,0,No Failure,11.400000000000034,59706.9,0.00038520865748083584,0.02772479564032698,463.98000000000144,262.2000000000008,0,0,fresh
5485,M20344,M,302.5,312.0,1826,25.3,203,0,No Failure,merged,0,0,0,0,0,No Failure,9.5,46197.8,0.004394053525199788,0.01384783798576902,240.35,1928.5,0,0,critical
8641,L55820,L,297.6,308.6,1383,47.5,75,0,No Failure,merged,0,0,0,0,0,No Failure,11.0,65692.5,0.0011416654615753461,0.034320809248554913,522.5,825.0,0,1,moderate
